customer_id,customer_name,registration_date,customer_segment,total_orders,avg_order_value
4444673,Chatresh Patla,6/24/2023,New,15,584.69
25850478,Jeevika Taneja,4/5/2024,Inactive,2,679.32
50484778,Hiral Saxena,5/16/2024,Inactive,2,1495.86
30891209,Azaan Bora,7/22/2024,New,1,1815.35
91144803,Hemang Singhal,9/16/2023,Regular,16,650.17
79764621,Darpan Sastry,5/15/2023,Premium,5,1830.61
87823209,Hemang Suri,4/8/2023,Inactive,18,983.94
26432512,Warhi Iyer,12/17/2023,New,18,1092.52
34526570,Falak Edwin,7/29/2024,New,19,847.76
35358395,Hiral Kumar,10/5/2023,Inactive,12,787.28
20634789,Aarnav Som,7/2/2024,New,12,1223.43
11047835,Nathaniel Reddy,1/31/2024,Regular,6,573.38
17201639,Vidhi Toor,5/23/2023,New,15,1472.23
87718744,Max Pandit,9/29/2023,Regular,6,863.84
75474920,Ojas Wali,10/20/2024,Regular,18,569.23
57956497,Reva Sahota,10/5/2024,Inactive,1,460.65
14114543,Vedika Aurora,3/29/2023,Inactive,20,659.52
5043760,Chatresh Dara,11/28/2023,Regular,2,1154.94
66359719,Diya Murty,5/20/2024,Regular,2,949.36
32656885,Xiti Sane,8/1/2023,New,1,309.43
2457734,Onkar Garg,5/27/2023,Premium,12,923.06
9702217,David Doshi,9/17/2024,New,6,1209.86
55425478,Karan Ramachandran,7/5/2024,Inactive,12,1605.51
50781611,Jeremiah Mallick,5/24/2023,Regular,16,315.86
39150258,Dalaja Choudhury,4/19/2023,Inactive,17,945.82
77035814,Ishaan Mohanty,6/3/2023,Inactive,11,585.35
35459748,Ekbal Dasgupta,1/29/2024,Inactive,12,288.29
7728356,Vasana Bumb,3/18/2024,New,10,202.43
75632045,Shivansh Sharaf,8/10/2023,Regular,15,1268.29
40667183,Yatin Setty,9/9/2024,New,19,1815.79
63368244,Jeevika Tara,8/1/2024,New,19,1245.73
16448993,Chakradev Krishnan,9/19/2023,Inactive,14,1691.92
3096845,Yashvi Chander,10/22/2023,New,20,336.81
26863280,Aryan Dewan,11/25/2023,Inactive,8,301.34
28428852,Libni Dada,4/11/2023,Inactive,7,872.25
37691544,Onkar Devan,10/15/2024,Inactive,15,1599.46
70976153,Devansh Nanda,3/1/2024,New,7,1480.3
25287111,Lakshmi Ratti,2/25/2024,Inactive,9,581.43
82900175,Avni Som,6/1/2023,New,17,334.16
93699264,Bakhshi Ghose,10/14/2023,Inactive,17,1846.48
73869823,Nathan Ratti,5/18/2023,Regular,8,1225.49
32293017,Samarth Kapoor,1/21/2024,Inactive,16,691.29
44030130,Laksh Dalal,7/31/2024,Regular,4,904.08
1200365,Avni Mistry,6/21/2023,Regular,1,1170.74
96903782,Tanish Andra,1/12/2024,Regular,5,504.83
35278126,Harinakshi Arya,12/24/2023,Premium,12,1956.57
6756256,Ijaya Goel,7/6/2023,Premium,13,1902.9
8073518,Mekhala Pandit,1/7/2024,Premium,16,946.2
76857266,Liam Nadig,6/22/2024,Premium,17,1514.21
49241309,Pahal Palla,6/19/2024,Inactive,11,1340.89
80952275,Kevin Babu,7/6/2024,New,17,1928.27
31576845,Chasmum Raman,7/7/2023,New,12,1389.96
47515046,Guneet Uppal,12/27/2023,New,18,1095.92
98930670,Anjali Raju,6/11/2024,Regular,6,1092.16
24621386,Maanav Raghavan,11/15/2023,Premium,14,344.08
53399500,Libni Sinha,7/1/2024,Regular,18,1012.5
52815265,Daniel Bains,5/12/2024,New,10,806.63
61015113,Dalaja Choudhury,11/17/2023,Regular,4,1764.18
63624332,Krisha Zachariah,8/17/2023,Inactive,19,387.57
28286754,Bina Setty,3/18/2024,Regular,16,1337.18
60835946,Yoshita Sani,4/24/2024,Inactive,14,1400.1
59620534,Oeshi Sethi,1/16/2024,Premium,15,1340.99
820740,Mekhala Sathe,11/15/2023,Premium,1,1385.46
91602727,Rayaan Palla,8/31/2023,Inactive,5,1156.54
50848069,Yahvi Golla,3/7/2024,Inactive,11,586.25
55049973,Nicholas Badami,3/27/2024,Regular,16,206.54
12397668,Ojasvi Mahal,5/9/2024,Premium,13,204.06
61516967,Mohammed Morar,2/20/2024,Regular,9,556.81
96853930,Jagvi Varty,7/3/2023,Premium,16,462.19
91853589,Xavier Wali,6/17/2024,New,5,918.69
7228206,Anmol Koshy,5/25/2023,New,15,843.79
41612464,Chatura Sodhi,8/6/2023,Regular,18,874.93
10683250,Manthan Sundaram,7/19/2024,Regular,14,480.47
94078407,Praneel Baria,1/23/2024,Premium,4,1370.22
26364643,Zehaan Keer,8/22/2024,Inactive,9,1086.68
85016568,Rudra Mall,7/17/2024,Regular,2,367.12
11153360,Libni Sastry,4/1/2024,Inactive,20,1575.46
88532418,Ansh Bahl,10/21/2024,New,12,344.66
66023110,Joshua Mishra,11/3/2023,New,20,1807.56
18229949,William Bora,4/15/2023,Inactive,10,466.33
58873572,Chandran Kale,9/10/2023,Premium,13,1721.61
5001749,Dayamai Chanda,6/6/2023,Inactive,3,1623.48
6668498,Bimala Prakash,5/8/2024,Inactive,11,1413.4
13441874,Hemang Sandal,4/9/2023,Inactive,2,602.63
52915166,Harita Gulati,6/28/2024,Inactive,18,505.66
41647393,Simon Padmanabhan,11/9/2023,Inactive,11,1785.8
51945420,Geetika Kalita,4/5/2023,Premium,3,412.9
53640286,Quincy Cheema,11/12/2023,Premium,20,1368.38
15599514,Yashodhara Magar,4/18/2023,Regular,20,1171.07
55552600,Baljiwan Nagar,10/30/2024,Regular,14,1412.54
78439088,Ria Taneja,6/27/2024,Regular,6,1507.04
42947770,Vincent Bahri,9/18/2024,New,16,1358.53
66252737,Umang Bhavsar,9/12/2024,Premium,15,1188.67
71615827,Yash Contractor,3/23/2024,Premium,3,900.98
15487049,Aadhya Cherian,2/13/2024,New,15,1928
85218071,Panini Mani,4/28/2023,New,20,1125.33
24456825,Vansha Khurana,12/21/2023,Inactive,18,363.12
15043066,Bakhshi Majumdar,2/12/2024,Inactive,2,1748.41
98246574,Rachita Varty,3/24/2023,Premium,15,1904.61
80567870,Andrew Bajaj,6/5/2024,Regular,1,1769.49
92843141,Mekhala Seshadri,4/2/2023,Premium,1,502.79
62416456,Diya Chakrabarti,9/25/2023,Inactive,18,752.91
6245778,Reva Shanker,1/11/2024,Premium,17,1779.46
80315623,Varenya Banik,10/14/2024,New,14,1313.73
46623192,Warinder Sastry,10/22/2024,New,6,1970.59
27504517,Rayaan Gupta,6/30/2023,New,18,1175.7
22800586,Jacob Lad,6/12/2024,New,10,1332.02
17287733,Balhaar Chaudhari,4/27/2024,Premium,12,1897.84
87691707,Radha Jha,4/5/2024,Inactive,18,1423.63
8655667,Ayaan Upadhyay,7/16/2023,Premium,1,456.16
2442235,Pushti Bhattacharyya,5/17/2024,Premium,11,661.58
41073776,Urmi Dara,3/2/2024,Premium,8,1366.55
45659330,Jackson Sandal,7/28/2024,New,19,1364.9
79369660,Bahadurjit Doctor,12/11/2023,Premium,13,1085.69
44269569,Chasmum Natarajan,6/16/2024,New,18,812.22
46848302,Praneel Ramesh,7/15/2024,Premium,15,1657.96
83034412,Unnati Deol,4/22/2024,New,11,1077.88
26912171,Jagat Banerjee,6/21/2024,New,2,386.54
71229024,Manbir Ramesh,2/10/2024,New,4,1869.02
20835909,Inaya Ramanathan,4/2/2023,Premium,9,713.25
83155219,Yauvani Chanda,2/18/2024,Inactive,5,1433.81
80286283,Girindra Kalla,10/10/2023,Regular,8,311.01
30367559,Bhavna Guha,9/29/2024,Regular,6,1419.6
76082627,Ekalinga Goda,7/3/2024,Inactive,4,770
41874489,Vrishti Baria,4/9/2023,Regular,2,1944.43
47335806,Pavani Borde,5/25/2024,Regular,9,1188
59824662,Tanish Jayaraman,5/18/2024,Premium,1,741.83
16436359,Yashica Ramesh,7/26/2024,New,9,1485.15
45383958,Aachal Mangat,10/2/2024,New,19,482.19
52613657,Kala Ravi,3/16/2023,New,9,470.5
36675827,Xiti Chowdhury,10/7/2024,Inactive,15,1143.03
80800079,Shivani Barad,5/12/2023,Inactive,18,508.84
45066676,Lipika Murthy,3/25/2023,Premium,1,1076.85
1060685,Yadavi Rajagopalan,3/7/2024,Inactive,4,999.24
87536050,Rushil Raja,4/2/2023,Regular,18,1857.99
67829645,Akshay Vohra,11/8/2023,New,4,711.83
45700473,Omkaar Padmanabhan,12/23/2023,Inactive,12,525.38
90144978,Pooja Lad,7/10/2024,Regular,3,1017.23
96629258,Liam Joshi,7/7/2023,Inactive,14,1462.21
76925460,Tara Narasimhan,5/17/2024,Regular,2,1526.55
59190584,Xiti Tata,5/19/2024,Premium,6,1175.38
24323106,Faras Edwin,2/12/2024,Inactive,19,384.21
66354642,Priya Behl,3/30/2024,Premium,7,1153.17
17390673,Raghav Wali,10/23/2024,Regular,16,1043.26
80419534,Gunbir Pandey,1/2/2024,Premium,19,993.78
4439806,Balendra Sethi,4/19/2024,New,7,790.59
89811984,Saumya Yadav,7/26/2023,Regular,3,1957.67
44223796,Bakhshi Lad,6/16/2023,Regular,16,1449.84
88223261,Yoshita Suri,1/14/2024,Regular,7,532.31
90372221,Rajeshri Hayre,5/30/2023,Regular,6,1923.68
87213891,Janani Malhotra,6/3/2023,New,1,1382.19
45729563,Jagvi Chaudry,8/13/2023,New,14,725.66
10706516,Charita Srivastava,8/18/2024,Regular,13,1420.97
25526479,Mason Doctor,3/16/2023,Regular,2,391.73
90902199,Faras Dua,6/27/2024,Regular,17,707.15
89874335,Mitali Sheth,4/14/2023,New,15,808.55
27381533,Zayan Guha,8/6/2023,Premium,9,1414.83
50652833,Aarnav Mittal,4/20/2024,Premium,16,274.21
65391539,Yashica Khurana,4/27/2024,New,3,446.4
59517074,Aarav Murty,5/12/2023,Premium,3,1693.23
66943324,Gavin Karnik,8/13/2023,Premium,19,1013.57
67386193,Wakeeta Khurana,6/1/2024,Regular,14,1029.98
96009692,Panini Naik,7/28/2024,Regular,15,1970.23
89986926,Manya Barad,11/4/2024,New,18,1235.14
58170168,Urmi Bansal,8/3/2023,Premium,16,757.56
17392512,Lavanya Bumb,7/4/2024,Premium,14,1902.78
10038382,Rajata Balay,8/15/2023,Inactive,3,339.73
98691989,Dakshesh Lala,8/30/2024,Regular,18,1980.1
14323169,Jai Raj,5/15/2023,Inactive,20,1651.18
67729191,Arin Grover,12/31/2023,New,17,722.69
57063557,Vaishnavi Srinivas,6/27/2023,Inactive,5,1465.59
83058329,Fariq Arya,7/13/2024,Inactive,6,248.96
17521263,Tanvi Patla,6/23/2024,Inactive,19,1990.96
37904682,Krisha Shere,10/3/2024,Premium,20,567.65
30447453,Jagrati Lad,6/1/2023,Premium,14,389.39
73661993,Elijah Verma,8/28/2024,Inactive,2,1800.62
97277696,Ijaya Halder,6/21/2023,Premium,8,1630.93
27336589,Bishakha Bhargava,12/28/2023,New,11,678.05
66499992,Anirudh Barad,4/17/2024,Regular,11,927
14367270,Ganga Mody,3/28/2024,Inactive,16,763.23
30373140,Sai Dhingra,7/28/2024,Regular,2,596.71
96171594,Pratyush Tak,6/28/2023,Regular,19,385.02
35402531,Eta Gola,6/4/2023,New,11,1808.3
82989313,Finn Ghose,9/20/2024,Inactive,15,1060.18
93826036,Reyansh Sarma,3/20/2023,Premium,19,1143.97
87444738,Meghana Prabhu,8/16/2023,Inactive,9,1435.78
92356639,Girish Lall,7/20/2023,Inactive,10,261.81
46836361,Champak Nazareth,11/22/2023,Premium,16,545.22
25770577,Janya Chhabra,7/17/2023,Regular,17,1095.13
59094034,Ekanta Dass,5/22/2023,Regular,1,771.9
65543312,Logan Pillay,7/28/2024,New,4,1209.29
28205701,Vedika D’Alia,10/25/2024,Inactive,10,1286.02
81346291,Yashasvi Acharya,8/7/2023,Premium,11,490.48
79764458,Bhavani Kant,12/21/2023,New,3,501.25
42101831,Eshana Dutt,9/16/2023,Inactive,8,212.33
34657654,Vidhi Devi,6/24/2024,Inactive,18,1243.18
3730316,Ishanvi Shankar,3/20/2023,Regular,10,215.72
86479284,Harini Kadakia,10/17/2024,Premium,9,461.87
81174361,Shivansh Sawhney,7/16/2024,Inactive,12,223.29
13251137,Ekalinga Vasa,5/19/2023,Premium,2,1633.07
53523251,Yashoda Chauhan,3/17/2024,New,4,1871.94
84382654,Gaurangi Singh,10/24/2024,Inactive,3,540.83
22076522,Chaaya Andra,5/13/2024,Regular,5,1670.28
26521850,Yatin Varma,6/10/2023,New,10,215.87
12277039,Manthan Trivedi,9/13/2023,Regular,1,1422.63
39153585,Rishi Sur,3/3/2024,Premium,9,1851.83
99231937,William Banerjee,8/13/2023,Regular,16,1757.01
49970560,Pallavi Rao,10/17/2023,Regular,15,1587.05
68985290,Jack Memon,12/11/2023,Premium,17,1779.1
48000260,Dakshesh Jhaveri,9/28/2023,Inactive,18,592.51
2136830,Bhavya Goswami,9/19/2023,New,4,485.78
44426129,Aahana Gopal,9/23/2023,Regular,10,591.55
57081965,Daksha Mutti,10/14/2024,Regular,7,897.32
34156884,Rachita Lal,6/2/2023,Regular,14,877.65
27694927,Vedant Chandra,6/11/2024,Premium,8,267.32
16230299,Urvi Koshy,8/22/2024,Regular,4,1776.71
99424244,Bhavini Mander,3/30/2024,Premium,15,379.8
3893903,Bimala Sura,3/23/2023,New,20,1922.71
42989999,Ishwar Munshi,3/17/2024,New,2,247.46
16617201,Ekaraj Bhandari,1/20/2024,New,8,355.17
46615831,Wishi Chada,5/28/2024,Inactive,4,855.3
55286608,Ekaraj Shan,4/11/2024,New,11,374.96
79789048,Saumya Bassi,11/4/2023,Regular,17,771.05
92885616,Noah Dey,2/7/2024,Inactive,13,285.81
8375298,Yahvi Vora,6/16/2023,Premium,5,443.91
75560116,Indali Sehgal,10/4/2024,Regular,3,708.22
81462774,Ishaan Sarkar,3/13/2024,Regular,12,1895.04
89784343,Radhika Kaul,4/2/2024,Premium,11,673.6
38355752,Udyati Shenoy,10/31/2023,Premium,20,336.21
39976965,Dayamai Sawhney,5/3/2024,Regular,13,714.17
33280073,Yuvraj Lad,7/1/2023,Inactive,17,1537.47
46594066,Ishaan Lad,7/15/2024,Premium,7,519.46
90298394,Urvashi Oak,4/22/2023,Regular,1,1947.79
42465414,Ria Mallick,1/26/2024,Regular,17,1898.12
13850004,Umang Ramakrishnan,12/15/2023,Premium,15,1129.76
55060796,Lopa Barman,7/2/2024,New,5,1299.25
25829710,Saumya Chhabra,1/21/2024,New,4,1894.32
53782978,Laban Baria,8/5/2024,New,10,1390.84
76441843,Neelima Chander,5/28/2023,New,10,1437.54
4543215,Farhan Soni,10/21/2023,Premium,6,526.7
86444757,Zaitra Walia,5/25/2023,New,10,1212.75
22161071,Arunima Deol,6/30/2023,New,7,1582.43
66310963,Farhan Khare,5/27/2023,Inactive,6,1289.52
57340963,Wridesh Kothari,2/29/2024,Regular,2,230.19
49147776,Meghana Khanna,7/4/2024,Inactive,5,1115.7
90743791,Vidhi Saxena,4/16/2023,Inactive,5,1871.81
54222320,Edhitha Kakar,7/24/2023,Regular,19,295.18
6184558,Gaurang Grewal,6/6/2023,Regular,1,1352.97
46989310,Atharv Sharaf,10/3/2024,Regular,17,577.75
35420673,Anika Agrawal,10/16/2023,Premium,19,501.98
9450435,Sai Chaudhry,11/19/2023,Regular,1,1567.76
34853377,William Dutta,6/4/2023,Premium,8,732.53
91384030,Gaurika Sheth,12/25/2023,Premium,11,1621.1
84641682,Anthony Natt,9/23/2024,Inactive,16,909.95
97259564,Watika Narayanan,2/18/2024,Premium,6,1047.69
88553721,Vritti Mangat,9/10/2023,Regular,6,984.13
59518795,Wazir Sandal,11/9/2023,New,16,947.51
81533356,Gauri Lala,1/28/2024,Premium,14,674.3
12469338,Lavanya Dani,1/30/2024,Inactive,2,1896.89
60561655,Rohan Palla,12/26/2023,Regular,3,378.17
9105829,David Gopal,7/14/2023,Regular,11,1350.06
33034249,Lavanya Hari,10/19/2024,Inactive,5,861.55
69632084,Max Sandal,4/7/2024,Premium,17,1400.31
69516494,Veda Chad,9/23/2024,Regular,12,1291.92
87120918,Wyatt Basak,4/12/2024,Inactive,10,1017.63
25665997,Barkha Sodhi,8/21/2024,Regular,3,1188.16
48778633,Sarthak Chaudhari,12/13/2023,New,14,609.63
89617089,Kamala Apte,4/20/2024,New,9,541.33
61877649,Yuvraj Roy,10/25/2023,Premium,12,1739.04
46185579,Vidhi Pillai,8/18/2024,Premium,3,1874.34
8734819,Balveer Verma,11/11/2023,New,13,1466.9
46208150,Watika Bedi,2/5/2024,New,3,1283.1
13189939,Ishanvi Raman,5/4/2024,Inactive,17,1906.92
93318833,Jagat Sridhar,1/10/2024,New,19,490.94
75640174,Advik Bhakta,7/26/2024,Premium,2,1380.54
69415494,Yashvi Iyer,3/23/2023,New,9,706.67
58505903,Harinakshi Sibal,1/22/2024,New,18,1079.81
90184276,Vasudha Brar,2/12/2024,Inactive,1,580.47
5226128,Wridesh Mander,3/9/2024,New,10,1049.1
99347871,Robert Kashyap,12/1/2023,Regular,3,1535.03
57081917,Nidra Choudhary,12/16/2023,Inactive,6,1378.87
18791381,Avni Gera,3/2/2024,Premium,1,1206.26
94979163,Warda Sarin,5/14/2024,New,7,1146.5
81822935,Dhruv Ganguly,8/19/2023,Regular,18,1808.94
63310076,Chavvi Jani,5/15/2024,Regular,17,1123.43
80862136,Pallavi Seth,3/31/2024,Premium,16,393.28
64316806,Yadavi Bhagat,7/7/2024,Regular,2,836.58
37183511,Neel Minhas,7/29/2024,New,13,1855.04
52085702,Irya Soni,9/13/2023,New,8,801.83
16376189,Samaksh Srivastava,2/25/2024,Premium,10,271.53
17132416,Diya Tak,1/2/2024,Regular,20,644.85
66440188,Ira Radhakrishnan,8/15/2023,Premium,9,1976.52
10700664,Rehaan Tara,10/10/2024,Regular,5,1535.01
12769552,Chameli Ranganathan,5/3/2023,Regular,10,1316.09
89142848,Vasudha Jain,1/1/2024,New,11,1459.23
32006907,Mohammed Din,9/28/2023,Regular,13,879.66
85072416,Brinda Sekhon,1/3/2024,New,20,467.12
23755474,Jhalak Rajagopal,9/13/2024,Premium,9,854.81
26752630,Nakul Gade,9/25/2024,Inactive,5,1340.67
59353207,Aayush Oza,5/31/2023,Inactive,2,1618.52
12090436,Tripti Yogi,3/19/2023,Regular,18,1307.52
97419742,Wishi Doshi,10/9/2023,Inactive,7,1663.04
99772709,Xiti Jaggi,9/3/2023,Regular,11,1905.19
88667557,Gunbir Anand,4/16/2024,New,10,792.85
4394659,Xalak Goel,8/25/2023,New,7,291.77
52757321,Hritik Narain,4/26/2024,New,11,1059.22
19275474,Girik Hora,10/22/2024,New,14,698.12
55404382,Isaiah Issac,9/25/2023,Premium,19,950.79
70084516,Ishaan Baria,3/10/2024,New,11,486.51
29265216,Samuel Buch,4/22/2024,New,3,609.49
16785724,Indali Majumdar,8/6/2023,Regular,16,1768.52
14272050,Rajata Misra,11/26/2023,New,7,662.99
95736310,Bishakha Vora,1/8/2024,Premium,11,1954.12
14079305,Jeevika Narain,9/8/2024,Premium,17,567.1
71189232,Darsh Bedi,6/28/2024,Inactive,14,1754.14
61486140,Jeremiah Chand,12/15/2023,Inactive,15,1967.78
76008165,Hemangini Mutti,2/7/2024,Premium,6,1724.44
63060947,Kamala Bobal,6/11/2024,New,18,1884.15
25706121,Baghyawati Toor,3/3/2024,Premium,12,1453.68
55803572,Champak Palla,3/27/2023,Premium,17,1237.96
38133873,Rehaan Borde,4/13/2024,Premium,10,770.71
73735548,Ishanvi Bala,6/11/2023,Premium,7,554.65
12778027,Eshana Prabhu,5/26/2023,New,9,1513.18
42781544,Isaiah Sankar,12/5/2023,New,1,1248.16
78725001,David Thaker,11/1/2024,Regular,15,1105.15
20254516,Tanveer Samra,7/23/2024,Inactive,18,1536.88
97928781,Dhriti Om,5/24/2024,Inactive,2,1278.88
3875480,Harshil Mital,5/26/2024,Inactive,8,1863.49
27416314,Anika Hari,3/2/2024,Inactive,3,820.6
77214094,Raksha Walla,7/9/2023,New,6,1957.35
77661491,Jyoti Srinivas,6/23/2024,New,20,1628.56
10285414,Meera Nigam,7/13/2023,Inactive,18,993.5
8205155,Vrishti Din,8/12/2023,New,3,305.85
29361038,Idika Gade,8/14/2023,New,19,282
6319646,Rehaan Suresh,2/20/2024,Regular,9,518.17
22738465,Gabriel Oak,7/2/2023,Inactive,16,1903.09
37947202,Eta Srinivasan,1/25/2024,Regular,3,259.96
93284515,Tejas Mahal,12/1/2023,New,2,1324.95
84161531,Raagini Verma,7/12/2024,Premium,19,1681.88
22293666,Gopal Kumar,4/9/2023,New,2,1671.53
15236510,Pooja Prasad,12/13/2023,New,11,937.26
34787383,Ekbal Talwar,10/12/2024,Premium,17,292.41
18954314,Ladli Nagarajan,10/18/2024,Inactive,6,1781.37
20298398,Urvi Bali,12/22/2023,New,1,1049.6
33617546,Harrison Edwin,9/24/2024,New,12,239.2
76359458,Yahvi Sule,7/22/2023,New,2,1638.08
96640716,Yatan Varughese,10/15/2024,New,16,462.66
78847070,Gauri Ramakrishnan,7/27/2023,Inactive,12,1918.04
27513158,Dev Taneja,3/5/2024,New,7,1387.81
65618148,Aadhya Palla,3/29/2023,Inactive,9,1644.51
68307253,Rachita Borra,10/24/2024,Premium,7,1547.07
87889031,Baghyawati Nair,6/10/2023,Regular,18,836.6
70243933,Irya Gola,8/5/2023,Regular,13,476.91
12141418,Faras Patla,9/4/2023,Inactive,5,862.68
60565603,Ladli Tara,7/18/2024,New,11,949.6
64906311,Balendra Pandey,7/26/2024,Inactive,10,1124.25
12851610,Unnati Narayanan,8/6/2024,Inactive,14,633.41
84937877,Yug Mahal,6/11/2023,Premium,4,1863.17
49574186,Yashica Devan,9/17/2024,Premium,13,625.97
65221572,Leela Bumb,3/4/2024,New,17,1100.53
4758426,Qushi Dash,1/6/2024,New,14,448.81
84826389,Alexander Peri,11/28/2023,Premium,13,1607.4
42102289,Guneet Vaidya,9/5/2024,New,20,1310.74
11063505,Garima Pillay,11/1/2024,New,2,1285.79
84862161,Advaith Baria,2/14/2024,New,12,1512.98
88520326,Chasmum Dhaliwal,11/26/2023,Premium,14,1537.05
8025622,Daksh Bali,3/14/2024,Regular,15,1160.55
99361865,Ekantika Ravel,5/21/2023,New,20,1423.56
40841791,Krishna Chahal,6/26/2023,New,4,851.79
20360447,Timothy Dubey,10/25/2024,New,2,640.41
90647204,Lipika Swaminathan,10/14/2023,New,13,1124.52
78748184,Odika Jain,11/22/2023,Regular,13,533.74
65121696,Warinder Gopal,10/19/2024,New,7,425.04
99729547,Wridesh Saini,12/7/2023,New,17,1763.46
65692224,Aahana Buch,3/18/2023,Regular,3,1053.33
22613559,Omya Johal,12/21/2023,Premium,10,736.33
17749347,Akshay Bhasin,7/26/2024,Premium,15,1842.37
57526322,Henry Dar,7/19/2023,Premium,2,601.98
1589656,Xiti Prabhu,5/26/2024,Premium,13,1548.76
58085779,Abeer Oak,8/9/2024,New,19,1602.11
70221073,David Setty,5/22/2023,Premium,16,1074.21
77869660,Nidhi Sha,11/20/2023,Premium,8,439.41
38957713,Damyanti Krish,8/5/2023,New,19,935.68
51544662,Hiral Tara,12/17/2023,New,15,1352.21
37309023,Dominic Dutt,12/5/2023,Premium,10,1270.38
99707100,Falan Master,2/24/2024,Inactive,9,1089.92
59643062,Reyansh Khatri,9/27/2024,Inactive,11,416.94
22227829,Rehaan Patla,9/18/2024,New,17,1386.69
20343501,Anthony Krishnamurthy,4/12/2023,Inactive,19,1070.47
48409448,Pavani Vaidya,5/7/2024,New,18,1652.89
55038040,Vidhi Balakrishnan,1/14/2024,New,8,505.03
34755436,Jatin Ramachandran,6/1/2023,New,10,622.59
87463923,Gagan Lal,3/21/2024,Inactive,5,216.98
28499191,Amara Patel,7/24/2023,Premium,11,1018.2
37759707,Jhalak Venkataraman,10/2/2023,Premium,12,924.06
26936578,Lavanya Bawa,4/5/2024,Regular,5,1610.07
22020776,Manan Banerjee,5/23/2023,Regular,10,714.21
47618810,Ekalinga Mandal,5/27/2024,Inactive,17,1395.84
53605257,Harita Naidu,9/23/2023,Regular,3,444.54
28289030,Sarthak Parmar,10/11/2024,Regular,11,1739.54
26935187,Tanveer Yogi,11/3/2023,Premium,9,919.12
75944533,Garima Kohli,10/21/2023,Inactive,19,577.89
31389750,Advika Bala,8/18/2023,New,18,1600.66
99784559,Laban Chopra,7/14/2024,Inactive,18,218.41
87450286,Harish Bedi,12/25/2023,Premium,9,1856.86
94850985,Isaac Anne,11/8/2023,New,8,1923.29
3660263,Jagdish Bains,5/27/2023,Regular,10,1573.91
61982521,Jagat Dewan,11/29/2023,Inactive,3,1995.09
29973346,Pranit Sane,2/2/2024,Premium,1,1786.85
894128,Chatura Agarwal,7/20/2023,Inactive,5,1323.32
40871915,Alka Sandal,2/10/2024,Premium,8,1636.24
41972994,Lila Khanna,7/21/2023,Inactive,16,748.34
11082181,Pratyush Munshi,2/15/2024,Premium,6,624.4
26040510,Jasmit Barad,10/3/2023,Premium,5,507.99
82770142,Balveer Brar,9/8/2024,New,2,1834.58
46504355,Ridhi Oak,4/4/2023,Regular,15,294.04
40419593,Siya Pandit,8/27/2024,Inactive,20,787.07
31076002,Urvi Wali,5/19/2023,New,5,1389.14
91590001,Nandini Bawa,9/19/2023,Premium,13,1304.73
76377003,Harsh Bhandari,8/7/2024,Inactive,10,842.66
40626729,Rachit Toor,3/19/2024,Regular,1,1921.19
50680889,Warda Karan,2/22/2024,New,1,619.56
41439103,Ati Wali,9/20/2024,Premium,6,1326.63
35782051,Ekiya Mital,11/26/2023,New,1,1090.28
71252391,Mohini Johal,5/24/2024,New,8,1558.97
56764791,Priya Shukla,9/8/2024,Regular,10,1226.1
50652909,Meera Jain,2/25/2024,Regular,8,559.99
29451600,Max Shankar,4/15/2023,New,5,1882.69
38114014,Yatin Sandal,1/3/2024,New,12,1006.24
25977417,Lohit Sengupta,4/13/2024,Inactive,11,399.59
39418109,Yahvi Kala,7/29/2023,Inactive,19,928.13
80761521,Yashica Rama,5/17/2024,Inactive,5,850.56
54375571,Omaja Bumb,9/30/2023,Premium,4,405.49
50968312,Idika Chaudhry,2/17/2024,Inactive,13,1794.46
33829924,Jeevika Sami,12/18/2023,New,18,615.52
29562072,Edhitha Ranganathan,8/10/2023,New,10,1449
4618801,David Saran,11/16/2023,Premium,11,201.56
30535703,Dev Comar,6/6/2024,Regular,3,301.96
10605484,Rachit Chakraborty,5/17/2024,Inactive,13,652
8164639,Pushti Dhillon,5/27/2024,Premium,11,329.17
63360864,Idika Sahni,3/28/2024,Inactive,16,1804.42
2361575,Aarnav Seth,9/14/2023,New,19,1993.09
59485034,Dominic Sidhu,3/20/2023,New,1,1762.35
6025470,Isaac Mander,8/17/2024,Premium,12,1599.39
31371112,Osha Chad,11/17/2023,Regular,5,231.41
14294171,Ikshita Bava,12/23/2023,Regular,1,1680.47
92245432,Ayushman Goel,6/2/2024,Premium,12,316.16
2928026,Vrishti Basak,3/20/2024,New,9,280.45
98687927,Yachana Brar,9/23/2023,Premium,6,825.55
15796277,Finn Pau,8/2/2024,New,19,1365.33
92604392,Kevin Palan,11/16/2023,Premium,10,909
77303171,Sneha Menon,8/22/2023,Inactive,19,452.86
24144240,Charles Parsa,9/6/2023,Regular,15,1938.81
74548003,Falan Dhillon,7/15/2024,Regular,9,1412.04
8122530,Fiyaz Rai,5/30/2023,Inactive,9,1493.48
97664747,Sanaya Chatterjee,3/21/2024,Premium,9,1160.21
79960955,Chatresh Samra,5/23/2023,New,18,381.62
99643057,Avni Lad,11/1/2024,Inactive,4,1677.24
1313292,Robert Kaur,3/4/2024,Inactive,20,1275.41
94453274,Widisha Wali,10/14/2024,Regular,15,917.84
1588560,Jeremiah Nath,12/1/2023,New,10,945.18
30029998,Ishwar Edwin,9/1/2024,New,9,863.3
37095171,Ira Soni,12/4/2023,Inactive,10,1680.98
